event_id,target_date,row,col,label,model_score,shap_stage1_probability,shap_stage1_threshold_mask,shap_stage1_top_mask,shap_threshold,shap_top_fraction,shap_top_threshold,shap_has_current_fire,shap_current_fire_at_candidate,shap_distance_to_current_fire_px,shap_distance_to_current_fire_km,shap_bearing_from_fire_deg,shap_wind_alignment,shap_forecast_wind_alignment,shap_slope_alignment,shap_ndvi,shap_evi2,shap_total_precipitation,shap_wind_speed,shap_wind_direction,shap_minimum_temperature,shap_maximum_temperature,shap_energy_release_component,shap_specific_humidity,shap_slope,shap_aspect,shap_elevation,shap_pdsi,shap_landcover_class,shap_forecast_total_precipitation,shap_forecast_wind_speed,shap_forecast_wind_direction,shap_forecast_temperature,shap_forecast_specific_humidity
fire_22863125,2019-05-24,128,123,0,0.0009746279918883996,0.013135571598769307,0.0,-0.005115469043735376,0.0,0.0,-1.498558961672416,-0.4230568322582826,-0.0018256252041322515,0.6986357381268887,0.0,0.0530442539390353,-0.13518388469743942,0.052814107571949966,0.01127965172946671,0.06765383530286809,-0.0005280359473203087,0.0067522866092043785,0.007724378664977403,-0.21868288229797586,-0.022856775724736447,-0.19516772913872457,0.0007464154708381706,-0.048230590724123695,0.0007373345585644514,-0.004219904299302858,-1.0084931055966722,-0.6730370715400231,0.07269383761487416,-0.08046913059045119,0.08305800155736898,-0.06764559079567843,-0.009197480490405884,0.025899418069869225
fire_22863125,2019-05-24,138,132,0,0.0007583434474435327,0.015633452195468873,0.0,-0.008021511748803,0.0,0.0,-1.4591903970114117,-0.4750301353161283,-0.002219139899002546,0.6102445832025399,0.0,-0.09194636466510571,0.060012407336370616,-0.008290680982915865,0.039978688958759286,0.10341958771053018,0.02735648333970962,0.006744357203666697,-0.0030545174572609826,-0.1795932273221336,-0.04807666910861221,-0.32154375823004017,0.028204748539070536,-0.06771191121918882,0.002407401604512155,0.0035007325088799875,-1.1842186387080158,-0.6086434586532714,0.06976126807934886,-0.12051386869710218,0.0773300537448895,-0.05191558645232343,-0.017824287380811397,0.05397020561329141
fire_22863125,2019-05-24,142,115,0,0.0010640275189041316,0.011664601197409296,0.0,-0.011844523959769898,0.0,0.0,-1.5933939645518236,-0.7623008767612773,-0.002845676295419658,0.7859343099170726,0.0,0.07629161578350843,0.027379037940960315,0.007049351405398084,0.032282880901648575,0.0718314207917504,-4.042315614798613e-05,0.007800605906721762,0.04885090224742761,-0.1865080801120282,-0.06288017274643629,-0.3308465561588604,-0.003191482140917809,-0.07991860346036392,-0.006554272795988919,0.0025151011852075408,-1.4510914558585128,0.23850812459970158,0.08285426784762634,-0.099449331704519,0.09421377084089437,-0.10181056213143946,-0.035690150164392226,0.030946074762908726
fire_22863125,2019-05-24,142,116,0,0.0010640275189041316,0.011195656041091828,0.0,-0.011960323888423136,0.0,0.0,-1.576111978008997,-0.7601227165801142,-0.002791456001030226,0.78405623090309,0.0,0.0722970404121507,0.026361456473179796,0.0006215632154861139,0.01775486590745459,0.07011763813722846,-0.0003597457651344875,0.007725033652537342,0.047707435755414467,-0.18584737489527295,-0.06578509804689536,-0.33229665501062505,-0.0033234913761837574,-0.05940584946898537,-0.006262020159917822,-0.0077436761025089776,-1.443517655366714,0.23774492638244962,0.08109798811535153,-0.0999199804291956,0.09366720885551331,-0.10220742470195063,-0.03484324143671993,0.0319075767180603
fire_22863125,2019-05-25,52,48,0,0.001145686562842002,-0.04373476460374495,0.0,-0.006077660207644928,0.0,0.0,-1.5647160191238871,-0.42761582993173514,-0.003441576787683888,0.663057304344818,0.0,-0.008391512891641511,-0.09744405993835337,0.014613310780485991,0.01834732037624627,-0.03704001473478467,-0.10042932994389234,0.012038178729218862,0.11240869306644868,-0.2177268168786944,-0.12351854129105905,-0.07372775410710608,0.02992376280415294,0.006415829794285641,0.013647517566025107,-0.017744220649323073,-0.9096987320973112,-0.5044001660911458,-0.044871661483809944,0.06849445482418967,0.06249823377428388,-0.05330025074988349,0.04750124692788533,0.04871356251232149
fire_22863125,2019-05-25,64,58,0,0.0013369399543836592,-0.042752086385741205,0.0,-0.006096707460168984,0.0,0.0,-1.550825808512529,-0.436835559450136,-0.0034200524834048,0.687111143028609,0.0,-0.009164715638378592,-0.11131357948829529,0.01604575578888595,0.0648675710897642,0.05118987792753187,-0.11111702521726431,0.009935239792694929,0.1115962924903031,-0.1959157930295643,-0.05191855185167588,-0.07013379376799696,0.00346863478908253,-0.0540446804559424,0.012507223449982403,-0.013794476668024844,-0.9171546453681589,-0.5078760228268608,-0.04575327825389367,0.06951978848787801,0.060978608074052726,-0.04903928914694885,0.04696032183871407,0.06132691522253924
fire_22863125,2019-05-25,255,255,0,0.00023673675850459678,-0.06539732531546986,0.0,-0.02258041353883653,0.0,0.0,-1.198878798057403,-0.5568916074034254,-0.00371830228794278,0.5002594612658847,0.0,-0.09364386611072219,0.07868583430886435,-0.08634780987829181,0.0394958289049137,-0.1278247468719525,-0.11205165506143093,0.00816831590426978,-0.05888565428813745,-0.06587605128076593,-0.11555878437842226,-0.11096218948490041,-0.08286943216172202,0.11985304433373954,0.04803961659509079,-0.008994294133565329,-1.1838521070839383,0.002461848405906558,-0.47369499621906813,0.05745155033207756,-0.5403235480636034,-0.2661672393343297,-0.33430990694818047,-0.05952640101488934
fire_22863125,2019-05-26,255,150,0,0.000597971062115462,0.006768405542815361,0.0,-0.010098131649391552,0.0,0.0,-1.5053930666442672,-0.7649802599771518,-0.0030511576235812818,0.8062585337615444,0.0,-0.06816678665132585,0.03549663404843145,-0.040495302417651695,-0.12151726281122222,0.052747141100897545,-0.05010614814185023,-0.058668779966384,-0.07220497989030593,-0.1925001590104591,-0.07470659037863178,-0.2638786630137452,-0.13149614503776036,0.03561476516468745,0.004747328905266014,0.10367885062092526,-1.133269809279396,-0.08125744559704283,-0.16853911485074438,-0.1591925434414433,0.0508531447796243,-0.06648347910684721,-0.02892596582547732,0.11178230511054589
fire_22863125,2019-05-27,79,80,0,0.0013337782413811513,-0.02199384282107696,0.0,-0.0003733266129627152,0.0,0.0,-1.4190762848791658,-0.35763866661056654,-0.005119260716649414,0.648881677058123,0.0,-0.00967536384056791,-0.0049927055249750175,0.10728923915676161,0.031098279445387525,0.07288063983983807,-0.015529433854582725,-0.1036571512381485,-0.22617194853748196,-0.18257171826950044,-0.17612490201356482,-0.1956498851773653,-0.008386014973255978,0.08444648324802093,0.0047133185982057395,-0.013111850854019658,-0.8573428860329887,-0.4945603763983752,-0.005662034688056454,0.041779823125870946,0.07780946302020363,-0.06340033604890456,0.0437841607500418,0.0643353563091464
fire_22863125,2019-05-27,80,78,0,0.001259121636298681,-0.013532221651887812,0.0,-0.0005308005679805816,0.0,0.0,-1.4155318682219749,-0.35368500695644045,-0.0050269822520994665,0.654985790483849,0.0,-0.001742924476282624,-0.061715467598561564,0.11046835656129282,0.012773972421809984,0.09239953175270033,-0.03806478893471918,-0.09500057645187826,-0.23055521007533908,-0.21383735842574148,-0.17985242572146568,-0.24196858204150334,-0.009280566339130669,0.09528125597053536,0.045315952847475846,-0.006472303046205928,-0.850853519263951,-0.491836392092856,-0.010489222432879544,0.05122002626968598,0.07840804883431593,-0.06412255139630661,0.03429806881535221,0.0672521279194915
fire_22863125,2019-05-27,85,84,0,0.0011098637816974932,-0.03349297242316069,0.0,-0.0005034038672796511,0.0,0.0,-1.4898147750809267,-0.3623772231798923,-0.005196773228254916,0.6531632204061527,0.0,-0.02446923908707224,-0.028898311288514257,0.1108858673595465,0.015825991428725816,0.10342239834754045,-0.044193765242971014,-0.06336436289509527,-0.12038313890206521,-0.2149203427722317,-0.1892707106639714,-0.24071187863232296,-0.01941679960794019,0.10354546112350063,0.0033390781070739965,0.012390735884232253,-0.898537847107703,-0.5493151956280452,0.03020272445226348,0.033771009029311065,0.04199951796010889,-0.07198744500904852,0.013028012057534781,0.06725802231486762
fire_22863125,2019-05-27,85,85,0,0.0010940320364015764,-0.03471809420541457,0.0,-0.0005419540922426785,0.0,0.0,-1.4863730732113174,-0.36159481018248474,-0.005035747100696312,0.6553897280224881,0.0,-0.027030178240532766,-0.023971613738720234,0.11369911882559249,0.014044152277174593,0.1066000631952126,-0.0446040560824887,-0.06342767756376534,-0.12366544628993319,-0.21031871841891028,-0.19194154363405327,-0.2608113110102364,-0.02054489307711608,0.10046949153304795,0.01153862641982471,-0.0010846938681260934,-0.8922327985450874,-0.5538134611345671,0.029223202997796106,0.04074411097191807,0.0424908990848767,-0.07224356323209981,0.012512256247205355,0.06483668739644295
fire_22863125,2019-05-27,87,86,0,0.0012222685485378524,-0.00877276414074129,0.0,-0.00022849012149507103,0.0,0.0,-1.4782027229453243,-0.3626076062447323,-0.00503432084453401,0.6415473769445016,0.0,-0.011496923341673907,-0.015760184550661912,0.10113789551475984,0.017982237508009872,0.07982862758234084,-0.041250306299716946,-0.09908627947709824,-0.060864033216881226,-0.17486609376275294,-0.17576327570821457,-0.21804922747470631,-0.02052865022759477,0.09903890712969136,-0.0209446810435356,-0.0036057672354645165,-0.9109066495455943,-0.5241566279125679,-0.028892107997593026,0.03535209192971092,0.07729859008263965,-0.07212768905643778,0.035589443057576726,0.07393093073463711
fire_22863125,2019-05-28,116,126,0,0.0007140767528193746,0.02267993834807061,0.0,-0.011847824878956085,0.0,0.0,-1.2799395666433606,-0.30190104072440727,-0.005165837004096632,0.6496638251345576,0.0,0.014444404896443719,-0.049826106494196935,0.08705777235532072,0.016128455250037373,-0.06841742922321581,0.03989509057626464,0.008803217370561268,-0.008302515997618084,-0.8027294712768367,-0.1521169652561518,-0.19164595630848094,0.027821846226177553,0.024481524490196784,0.004303234467267748,-0.029892342233840404,-1.0826993025355542,-0.5948112926111174,0.044208892179109845,0.07727539795569735,0.0230941946671989,-0.06593398757356639,-0.03654637010396263,0.032497806417069744
fire_22863125,2019-05-28,116,127,0,0.0006410383092167098,0.02727814209491848,0.0,-0.011971569282527454,0.0,0.0,-1.3166226884814212,-0.30603643097075806,-0.0035989117180652047,0.6811831934805453,0.0,-0.020076929199290845,-0.06913219555208236,0.0826607708103299,0.017256852272386505,-0.06939201581511527,0.0474456799105373,0.005040616344388065,-0.011203774132181179,-0.8095323685367486,-0.15325533409209188,-0.2071534051308686,0.0297921807411638,0.028678151268528705,0.006761869685960144,-0.10840292274802676,-1.0971295883391996,-0.5900375637974391,0.04843718315210867,0.06858814220527695,0.05123791635630832,-0.04603781752466322,-0.04353990204231459,0.05136798893939767
fire_22863125,2019-05-28,119,78,0,0.0006294111563784051,0.01821505037472017,0.0,-0.007367886775319968,0.0,0.0,-1.3611424159369472,-0.3614217933129782,-0.004608665610253409,0.6134170785078918,0.0,0.06501915792193175,-0.10742714040764874,0.06494068535640515,-0.00033966489636276455,0.0760052120581915,-0.023056776175200824,0.008495053711843762,-0.031689461258210996,-0.791114193933845,-0.17787395838344539,-0.17495513302732035,0.006402986716298743,0.057601809706776676,-0.0074361305776749365,-0.001989675765897754,-0.8226362549861999,-0.6011423691392103,-0.03323345583322884,0.08445817380071169,-0.04494903641857987,-0.17063088583646538,-0.014555735520108384,0.007304550984037794
