event_id,target_date,row,col,label,model_score,shap_stage1_probability,shap_stage1_threshold_mask,shap_stage1_top_mask,shap_threshold,shap_top_fraction,shap_top_threshold,shap_has_current_fire,shap_current_fire_at_candidate,shap_distance_to_current_fire_px,shap_distance_to_current_fire_km,shap_bearing_from_fire_deg,shap_wind_alignment,shap_forecast_wind_alignment,shap_slope_alignment,shap_ndvi,shap_evi2,shap_total_precipitation,shap_wind_speed,shap_wind_direction,shap_minimum_temperature,shap_maximum_temperature,shap_energy_release_component,shap_specific_humidity,shap_slope,shap_aspect,shap_elevation,shap_pdsi,shap_landcover_class,shap_forecast_total_precipitation,shap_forecast_wind_speed,shap_forecast_wind_direction,shap_forecast_temperature,shap_forecast_specific_humidity
fire_22710141,2019-03-17,125,131,1,0.00017615118667160495,-0.21777973820473567,-9.488025726747555e-05,-0.0030394949797557295,0.0,0.0,0.001161534815333688,0.07772806497682118,-0.009255659497021422,-0.887748632421664,0.0,-0.2598318298991377,0.09579069180094996,-0.10215700723825216,0.0221934753127444,0.12835289190405672,-0.13161299112937705,0.0012388044992789724,0.084836302528928,-1.0553434059821112,-0.27647024540888254,-0.04611318030054431,-0.22314922381170663,0.16929024060476594,-0.10228843261709215,-0.17742999288412742,-0.18017682970720844,0.16406252026867177,0.013008958161849318,-0.09773966548440209,-0.28610710736552303,-0.30806257822485594,-0.19846204485718558,0.17081794105203355
fire_22710141,2019-03-17,125,132,1,0.0006747193236077758,-0.1560179163382982,-9.488025726747555e-05,-0.003599755472465735,0.0,0.0,0.01461635058671979,0.07707122681769156,-0.009380951043041768,-0.650496933547279,0.0,0.046017933796250854,0.310363552833892,-0.10196900855963795,0.04308641882058819,0.2352565133917824,-0.043105003302381845,-0.0006515752084914114,0.1039971063315763,-0.9160967388183849,-0.2390961961008045,0.00968410735396769,-0.23330668240053776,0.13117800460067805,-0.12854864923829704,-0.22329139704388448,-0.13499485924313992,0.17503003246754872,0.08581729754081162,-0.07788417083661209,-0.3598522675866917,-0.2783575894026155,-0.14251892631633772,0.17621636821927505
fire_22710141,2019-03-17,126,130,1,0.00023621515959043973,-0.22444494077164676,-9.488025726747555e-05,-0.002786118474039185,0.0,0.0,0.0008379111087835672,0.08560074809672778,-0.009249990023679986,-0.5843725940542418,0.0,-0.307201275974545,0.007290763097414163,-0.24277988665446348,0.0431117448197198,0.09599136869025122,-0.2156552187383899,0.00044827742465287533,0.07734017635385065,-0.9980919100456683,-0.23550548343356037,-0.015839447367189365,-0.22496900815360896,0.14528573748913987,0.047308750142635025,-0.03714796158661045,-0.16660766315745792,0.17804727887478664,0.02064568645729614,-0.08652004995349845,-0.3148137503357107,-0.351158133741848,-0.21921427190646278,0.19362314547918125
fire_22710141,2019-03-17,126,134,0,0.0004642886806823226,-0.19565540184175065,-9.488025726747555e-05,-0.002044175896543474,0.0,0.0,0.019091488653612813,0.07397539844980443,-0.010531903241530386,-0.666388177478361,0.0,0.15719306387531898,0.23706840446105223,-0.05538871078350226,0.012669103557971542,-0.16639212156842256,-0.10290166761426649,-0.0015676008508470943,0.07572608524691242,-0.8260092383934998,-0.2566055538251816,-0.0781943535120094,-0.20455939097064543,0.11237060932176011,-0.16865324607419888,-0.13752395190358557,-0.1183220707039636,0.19755168377395635,0.08473704842612166,-0.060145398903801384,-0.24028350082761535,-0.2860951929898771,-0.20040228160648157,0.14244652285900353
fire_22710141,2019-03-17,127,130,1,0.00015898862484676324,-0.23610108796537413,-9.488025726747555e-05,-0.0026256698593303623,0.0,0.0,0.000692394108148415,0.08247247077169179,-0.01090447587667489,-0.5358715058546674,0.0,-0.30464308455220995,-0.011016436331451197,-0.27837881031405315,0.03771417898472847,-0.061785839228833725,-0.23042385920440828,-0.003526029520605921,0.07267159471166781,-1.0510106255731242,-0.2551871472969405,-0.06064573055762792,-0.2811733320548416,0.1154763032118389,0.02373098527385419,-0.008402692218007778,-0.23719378474863073,0.23261583657879717,0.02422962389886841,-0.09127350765284682,-0.2922593181383032,-0.34141518779253377,-0.23630281345495083,0.20372376747083762
fire_22710141,2019-03-17,127,131,1,0.0002201106136884245,-0.229494080690776,-9.488025726747555e-05,-0.002540653854050537,0.0,0.0,-0.001286853485362375,0.08453060552517422,-0.010896023877427276,-0.46295778246381214,0.0,-0.258921048316738,0.056785210671107124,-0.1267768598938994,0.031200677788227767,-0.1353887129583888,-0.2960039717940692,-0.004619971319374475,0.09333665820601472,-1.0524608515106533,-0.2663490980674195,-0.13190087262191225,-0.2591981749144072,0.12995309629224042,0.010591906251433128,0.07333306769339665,-0.2022311854320269,0.24846990452361314,0.02436986674321997,-0.08063950042166239,-0.28159251196292245,-0.3081370976930133,-0.23512680636190897,0.18249596600927467
fire_22710141,2019-03-17,128,137,0,0.0002709540999883123,-0.2064185234819437,-9.488025726747555e-05,-0.007219090200490183,0.0,0.0,0.0013158299439399797,0.10279828321214064,-0.01109848857245129,-0.10123604742870816,0.0,0.17670586191712429,0.15047066333230102,-0.07905967866518633,0.023293798379779587,-0.3196940481128142,-0.16630383264420487,-0.0010268541046822813,0.08868313672835265,-1.0938384880644656,-0.21659674784962732,-0.015250712678227784,-0.3545817300460321,0.0439068251682866,-0.1557825769473692,0.0033961438578814737,-0.17647979722559115,0.20475440839985296,0.08985307515651195,-0.39599897458033445,-0.1131530418680504,-0.368375924722389,-0.4618972319733181,0.15524874541546324
fire_22710141,2019-03-17,130,136,0,0.0028027881337773022,-0.19731196949567326,-9.488025726747555e-05,-0.02313545457857478,0.0,0.0,-0.03480019820832973,0.33112360024404447,-0.03707693269619931,1.6060753459238823,0.0,0.202639495017979,0.1306126306927103,-0.0604982959756403,0.039814306545560264,-0.39819525917949244,-0.2794472973837107,-0.012265803375287373,0.0719540956425714,-0.9004358914051901,-0.11459443821303772,0.02709771741210564,-0.5452355599077289,0.07711484356193143,-0.28709570730577516,-0.011877257353862136,-0.3747635384387295,0.24940067530437895,0.08696146074597068,-0.03756828675758647,-0.07964977606177219,-0.2748806687376963,-0.24125368471686298,0.22266309251698246
fire_22710141,2019-03-17,130,139,0,0.00017969070042279678,-0.20872683008089485,-9.488025726747555e-05,-0.007431664942302638,0.0,0.0,-0.0011853448624926147,0.07336229511345294,-0.009668592338486734,-0.6267859180245314,0.0,0.18079510906738747,0.1499555721451717,0.1689037604926752,-0.008188034383232998,-0.3355040422344184,-0.19962687329213272,-0.002682730765195729,0.08853291246571524,-1.0925842528644285,-0.20857002422993118,-0.043857620803544925,-0.20290375910850494,0.11468050431139802,-0.05464200237277093,-0.24798946617043577,-0.1865608335208321,0.15801144866155267,0.09395252806083444,-0.3739409898658642,-0.2762303518910023,-0.2774482329411671,-0.46408264092826884,0.1860273817640414
fire_22710141,2019-03-17,131,126,0,9.675405494954933e-05,-0.27412010378370705,-9.488025726747555e-05,-0.0027221276999344086,0.0,0.0,-0.027868256551857106,0.08852312382028633,-0.014555849461807071,-0.9177654064149502,0.0,-0.1881565933177029,-0.05089057367041733,-0.18366502911514032,-0.616027586548625,-0.35749633247750534,-0.11551078447622,-0.004303763123643457,0.03006730307944983,-0.8268001528285339,-0.34263260702230763,-0.018151740610692312,-0.1774526070118947,0.16086914141022188,0.06898587820766594,0.03665308307116445,-0.14443434546089418,0.0736504865738664,0.004235445634974404,0.022283354659426442,-0.19288487383818134,-0.24919473932216907,-0.156245013708155,0.14207422911148557
